LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Proba,Score
21600,,54212.0,DebtCon,Other,,0.0,1.0,303.43333333,0.0,19.0,,0.11380972292799317,532.93
17800,56432.0,157665.0,DebtCon,ProfExe,20.0,0.0,0.0,238.16689863,0.0,27.0,20.079334384,0.030949410550249575,583.12
5900,,28000.0,DebtCon,Self,1.0,2.0,1.0,36.766666667,1.0,8.0,,0.8383183930801767,399.55
18700,99003.0,162566.0,,Other,,1.0,,252.26379877,,23.0,39.209039167,0.033379009642976534,580.3
28600,32136.0,51599.0,DebtCon,Other,35.0,0.0,0.0,284.08384845,0.0,23.0,39.547733785,0.0476898718331084,566.9
27300,37636.0,73328.0,DebtCon,Mgr,12.0,0.0,0.0,80.792693759,6.0,16.0,34.268228014,0.09225618458158279,541.37
5000,44674.0,59375.0,HomeImp,Office,10.0,,,178.6925087,,19.0,26.448197463,0.036093866644025294,577.38
11000,21738.0,86586.0,HomeImp,ProfExe,20.0,0.0,0.0,241.06079106,0.0,10.0,25.21859995,0.039312940749041805,574.18
27900,113843.0,156282.0,DebtCon,ProfExe,7.0,0.0,0.0,109.95962619,2.0,27.0,33.942464847,0.04617597211145395,568.12
37500,111248.0,159739.0,DebtCon,Other,,0.0,0.0,260.08148423,2.0,13.0,36.393348123,0.037434397419635286,576.01
7700,51045.0,91068.0,HomeImp,Other,20.0,0.0,0.0,179.24093557,0.0,28.0,27.23109397,0.029672851092970604,584.68
19000,43074.0,75700.0,,,,,,,,,,0.08052566867195439,546.74
13000,59000.0,83187.0,HomeImp,Other,,0.0,0.0,292.1,0.0,20.0,,0.02712539782759063,588.02
40500,145127.0,205613.0,HomeImp,ProfExe,5.0,0.0,0.0,143.1288344,0.0,30.0,35.337545404,0.05364717089371255,562.42
8000,4500.0,,DebtCon,Other,1.0,3.0,2.0,102.43333333,6.0,15.0,,0.8521258542125228,395.74
22100,45993.0,67208.0,DebtCon,Other,8.0,0.0,1.0,60.457004767,2.0,18.0,34.780920331,0.2564943104816429,497.29
11500,53651.0,87547.0,HomeImp,Other,18.0,0.0,0.0,191.39688748,0.0,16.0,34.368650887,0.02850924348044976,586.17
17200,99204.0,119490.0,DebtCon,Other,9.0,0.0,0.0,296.21148976,1.0,18.0,30.3013654,0.02953183579875297,584.86
17500,49968.0,68025.0,HomeImp,Office,3.0,0.0,0.0,126.07945262,0.0,18.0,34.10902705,0.04773279002403723,566.86
20400,81823.0,114832.0,DebtCon,Mgr,18.0,0.0,0.0,234.39204154,4.0,31.0,35.205818844,0.039327229977219914,574.16
5400,68625.0,82304.0,DebtCon,Sales,2.0,0.0,0.0,136.63294416,0.0,30.0,32.05002349,0.07027249243530986,552.05
18800,166737.0,199303.0,DebtCon,ProfExe,9.0,0.0,0.0,270.88268753,1.0,38.0,25.532128787,0.03924007961164849,574.25
13700,60623.0,83979.0,HomeImp,Other,,0.0,0.0,308.10854035,0.0,20.0,29.482527873,0.028107322633320816,586.7
14000,59736.0,97411.0,DebtCon,ProfExe,7.0,0.0,0.0,200.15536564,1.0,19.0,20.116982025,0.03005531179575097,584.21
30000,15214.0,38094.0,DebtCon,Other,26.0,0.0,0.0,199.46979091,0.0,15.0,39.549873804,0.044543662315632435,569.48
21000,110000.0,138000.0,DebtCon,Mgr,16.0,8.0,2.0,154.2,3.0,30.0,,0.8151534485650421,405.39
5700,28116.0,33450.0,DebtCon,Other,0.0,1.0,0.0,15.396587392,9.0,7.0,30.017013296,0.11194347378171528,533.6
22700,91303.0,98362.0,HomeImp,,7.0,,,,,,30.681015154,0.045303201828562525,568.84
5200,91250.0,110000.0,HomeImp,Office,24.0,0.0,0.0,123.76666667,1.0,12.0,,0.0707114444774701,551.81
33200,119049.0,175867.0,DebtCon,ProfExe,17.0,0.0,0.0,112.46778525,0.0,16.0,28.51781662,0.04520951213511996,568.92
23400,90924.0,116819.0,DebtCon,Other,24.0,0.0,0.0,245.89786162,1.0,27.0,40.857427037,0.031024300135826587,583.03
13400,67941.0,84973.0,DebtCon,Office,6.0,1.0,3.0,179.97707017,3.0,30.0,37.428937524,0.27561715697508476,493.76
25000,,72970.0,DebtCon,ProfExe,1.8,4.0,0.0,198.8,0.0,18.0,,0.6366372872714529,438.68
22400,62354.0,88287.0,DebtCon,Office,3.0,,,163.05640935,,16.0,37.171395539,0.04322573500641142,570.61
26600,94954.0,131913.0,DebtCon,ProfExe,0.0,1.0,0.0,187.14082357,2.0,37.0,35.270113219,0.07457549411288127,549.74
25000,94000.0,141750.0,DebtCon,Mgr,22.0,0.0,0.0,209.0,0.0,13.0,,0.03480393811030916,578.74
9200,72859.0,88183.0,DebtCon,Mgr,8.0,0.0,0.0,105.65520523,0.0,23.0,29.007207774,0.05204360604038673,563.58
53700,25813.0,78955.0,HomeImp,Other,3.0,2.0,0.0,243.51485546,7.0,14.0,42.998456034,0.12841037281753134,527.98
10500,42003.0,53754.0,DebtCon,Other,16.0,0.0,0.0,84.551104187,0.0,12.0,32.342959321,0.07999304142186918,547.0
7400,32832.0,50798.0,DebtCon,Other,10.0,0.0,0.0,221.3384208,1.0,31.0,36.009421486,0.070611766640475,551.86
28300,72572.0,117311.0,DebtCon,Other,6.0,0.0,0.0,85.797248152,1.0,32.0,39.876503701,0.04523881461897963,568.89
10000,59764.0,77870.0,DebtCon,Sales,7.0,0.0,0.0,136.9,0.0,35.0,,0.06421100144865975,555.54
24600,135278.0,164559.0,DebtCon,Other,5.0,1.0,0.0,225.36684849,0.0,20.0,34.079157691,0.06220080274170968,556.76
22800,64659.0,96063.0,DebtCon,Mgr,8.0,0.0,0.0,201.06828707,2.0,18.0,31.541822123,0.02865205103094501,585.99
15000,61438.0,127300.0,DebtCon,Self,4.0,1.0,3.0,134.26666667,1.0,17.0,,0.7034657187670164,427.75
27800,181405.0,229116.0,DebtCon,ProfExe,0.0,0.0,0.0,297.99814427,0.0,32.0,43.520428182,0.053635892473898356,562.43
45000,87000.0,151000.0,DebtCon,Other,16.0,0.0,0.0,223.2,8.0,19.0,,0.072738690751685,550.71
42000,21314.0,68047.0,DebtCon,Other,21.0,0.0,0.0,209.89769417,1.0,30.0,39.946385352,0.03257272778422358,581.21
20000,73400.0,94000.0,DebtCon,Mgr,9.0,0.0,0.0,270.0,2.0,14.0,,0.6075159667124326,443.15
14600,63475.0,89430.0,HomeImp,Other,,0.0,0.0,286.30181489,0.0,19.0,28.638062771,0.02724665909280583,587.85
23500,37858.0,60890.0,DebtCon,Other,2.0,0.0,0.0,110.05727377,0.0,17.0,19.268439553,0.06153186598110782,557.18
18000,84824.0,115146.0,DebtCon,Other,21.0,0.0,0.0,293.98043579,0.0,16.0,27.097523474,0.028187021267998387,586.59
6900,53328.0,58088.0,DebtCon,Sales,2.0,0.0,0.0,101.5319079,0.0,21.0,35.764058362,0.09806694442925325,538.93
16400,57139.0,164133.0,DebtCon,ProfExe,21.0,0.0,0.0,238.4610031,0.0,27.0,22.206846015,0.031133928339106047,582.9
20800,77885.0,98188.0,DebtCon,Mgr,4.0,0.0,0.0,50.293547164,7.0,23.0,38.120404705,0.18029031477582178,513.52
4900,65873.0,90408.0,,Mgr,2.0,0.0,0.0,141.85899895,0.0,23.0,37.76961861,0.06087624421450074,557.59
24000,18655.0,48800.0,HomeImp,Other,3.0,0.0,0.0,65.966666667,3.0,12.0,,0.5510972324417633,451.51
16500,44330.0,72618.0,DebtCon,Other,6.0,0.0,0.0,101.49536566,2.0,15.0,41.457025199,0.06230238169840489,556.7
7500,49100.0,85650.0,HomeImp,Other,18.0,0.0,0.0,178.33466667,0.0,29.0,,0.029897462301638443,584.4
22700,93542.0,99198.0,HomeImp,,6.0,,,,,,30.080343444,0.04552059313291035,568.66
19900,16232.0,70592.0,DebtCon,Office,,0.0,0.0,242.36540259,0.0,22.0,39.446251418,0.03013234921282848,584.11
7800,45391.0,61743.0,DebtCon,Other,12.0,0.0,0.0,105.08759384,0.0,22.0,36.70541274,0.05883190496630252,558.9
21600,106308.0,147378.0,HomeImp,,,,,,,,39.137644634,0.048590157150120536,566.19
20900,63038.0,86870.0,DebtCon,,3.0,0.0,0.0,113.69883344,0.0,16.0,38.732521813,0.047014517578867245,567.44
8500,,27873.0,HomeImp,Office,21.0,0.0,0.0,190.06187015,0.0,15.0,38.375406098,0.09889623532495556,538.6
18600,96993.0,134785.0,DebtCon,Mgr,14.0,0.0,0.0,173.89751303,2.0,25.0,33.363269718,0.038966185644785246,574.51
32900,232792.0,293949.0,DebtCon,ProfExe,13.0,0.0,1.0,275.69580522,1.0,26.0,27.878257844,0.07857770574160097,547.7
15000,48882.0,156000.0,DebtCon,ProfExe,20.0,0.0,0.0,239.5,0.0,28.0,,0.0305198453041366,583.64
11700,78157.0,103016.0,DebtCon,Mgr,1.0,0.0,0.0,69.805697668,2.0,24.0,38.448387115,0.07409815606753932,549.99
20000,68958.0,99875.0,DebtCon,ProfExe,11.0,1.0,1.0,117.66666667,0.0,23.0,,0.6024829124512388,443.91
12500,69192.0,105300.0,DebtCon,Mgr,4.0,0.0,0.0,282.03333333,1.0,23.0,,0.6276240970544484,440.08
6400,39687.0,51666.0,HomeImp,Office,9.0,,,177.59135402,,19.0,26.1209597,0.06780973206988576,553.43
13600,66178.0,104378.0,HomeImp,ProfExe,6.0,0.0,0.0,263.96101511,0.0,11.0,36.438466265,0.030709322053710728,583.41
8800,55990.0,89673.0,HomeImp,Other,18.0,0.0,0.0,184.62596594,0.0,29.0,27.701649739,0.03149486824065754,582.47
21000,86545.0,118000.0,HomeImp,Mgr,9.9,0.0,0.0,121.76666667,2.0,24.0,,0.0399722924584166,573.55
25200,137054.0,207511.0,HomeImp,ProfExe,4.0,0.0,0.0,188.57465948,0.0,27.0,39.963887657,0.04025155764451283,573.29
6500,13600.0,,HomeImp,Other,14.0,2.0,5.0,115.36666667,1.0,16.0,,0.858734624967248,393.81
23000,58696.0,102176.0,HomeImp,ProfExe,18.0,0.0,0.0,629.09576631,0.0,23.0,22.825607116,0.03079939186802703,583.3
17000,52663.0,82000.0,,,,,,,,,,0.6405603077333797,438.06
17000,87600.0,110000.0,DebtCon,Other,0.4,6.0,0.0,180.56666667,2.0,46.0,,0.7957417470666034,409.86
12000,74427.0,96270.0,DebtCon,Other,18.0,0.0,1.0,169.73333333,2.0,40.0,,0.6436483667243245,437.58
20500,47130.0,66415.0,DebtCon,Office,4.0,0.0,0.0,170.9255245,2.0,26.0,33.582415749,0.04332354994203058,570.52
12000,57371.0,69076.0,DebtCon,Mgr,10.0,1.0,0.0,83.251972039,1.0,19.0,29.632108256,0.09088574932295067,541.96
11500,22758.0,36922.0,DebtCon,Office,7.0,0.0,1.0,103.04811711,0.0,16.0,19.020168304,0.07652386512614436,548.73
21000,67657.0,100606.0,HomeImp,Other,5.0,0.0,0.0,225.28527037,1.0,12.0,31.04430422,0.034537188209586595,579.03
13500,47900.0,135500.0,DebtCon,Other,2.0,0.0,0.0,276.06666667,5.0,43.0,,0.13489737999925558,525.93
16600,81275.0,106691.0,DebtCon,ProfExe,1.0,0.0,0.0,289.37613799,1.0,20.0,38.475240991,0.03778990216517563,575.66
9600,24680.0,43500.0,DebtCon,Other,18.0,0.0,3.0,114.66666667,0.0,19.0,,0.7176905752910284,425.25
12900,151991.0,179521.0,HomeImp,Office,6.0,0.0,0.0,186.8053299,0.0,55.0,34.19175206,0.0378855631748988,575.57
11100,82329.0,100139.0,HomeImp,ProfExe,5.0,0.0,0.0,108.53256364,0.0,26.0,26.099258701,0.05466699583302842,561.71
11000,46093.0,60563.0,DebtCon,Mgr,4.0,0.0,0.0,190.48216428,1.0,21.0,29.578148133,0.029754962774976045,584.58
14700,89448.0,115380.0,DebtCon,Office,11.0,0.0,0.0,222.81508892,0.0,12.0,40.524796869,0.03158976265963332,582.36
11400,64934.0,74875.0,DebtCon,Other,3.0,0.0,0.0,192.31448267,2.0,16.0,34.343755724,0.03667126986305067,576.79
5400,48152.0,55760.0,DebtCon,,6.0,,0.0,78.452125766,,16.0,35.763637997,0.07782506289455608,548.07
23500,52457.0,77436.0,DebtCon,Other,16.0,0.0,0.0,,0.0,0.0,33.568766269,0.3500703602140146,481.22
20900,111464.0,144487.0,DebtCon,Office,11.0,0.0,1.0,206.67735326,0.0,25.0,40.065477156,0.06409173799388874,555.61
33100,111917.0,156552.0,DebtCon,Mgr,12.0,0.0,0.0,107.2948996,2.0,37.0,41.441548663,0.05523037401061966,561.31
17200,59698.0,89715.0,,ProfExe,9.0,0.0,0.0,,1.0,16.0,23.345623213,0.04458678890903323,569.44
7500,57340.0,80000.0,DebtCon,ProfExe,4.0,0.0,5.0,86.233333333,3.0,14.0,,0.8063273066072877,407.46
5000,,65400.0,HomeImp,Office,1.5,0.0,0.0,51.766666667,0.0,4.0,,0.2619751429142532,496.26
20800,107379.0,147014.0,HomeImp,ProfExe,10.0,0.0,0.0,161.53748239,1.0,22.0,31.925329416,0.04205012004300945,571.65
24900,46116.0,77519.0,DebtCon,Other,9.0,0.0,0.0,120.08355192,1.0,19.0,42.929509267,0.03566064451602605,577.83
18100,144692.0,183630.0,DebtCon,Mgr,11.0,0.0,0.0,256.2054726,0.0,21.0,27.384116512,0.029756940139689766,584.58
7800,58364.0,66688.0,DebtCon,Other,3.0,0.0,2.0,114.51215796,3.0,18.0,37.929273869,0.15463671484966957,520.17
15400,47749.0,74451.0,DebtCon,Mgr,3.0,0.0,0.0,133.89931229,1.0,8.0,27.922034782,0.048699218858258585,566.1
24700,109377.0,133116.0,DebtCon,Mgr,10.0,1.0,0.0,184.35578292,5.0,17.0,40.202630102,0.10300547819130243,536.96
25000,,62619.0,DebtCon,Other,26.0,0.0,0.0,112.96748332,0.0,8.0,21.263805377,0.051766078671663315,563.78
10700,59588.0,69166.0,HomeImp,Other,6.0,0.0,0.0,133.90650517,0.0,17.0,36.180857581,0.060660183145356816,557.72
11000,131949.0,165096.0,HomeImp,ProfExe,5.0,0.0,0.0,440.42125368,0.0,42.0,26.904766453,0.06417321191488222,555.56
43200,15635.0,60925.0,DebtCon,Other,19.0,0.0,0.0,212.11528008,0.0,30.0,40.460675816,0.04019140688642579,573.35
22500,73567.0,88157.0,DebtCon,Other,2.0,0.0,0.0,111.4005357,1.0,30.0,33.519228144,0.04783255606170462,566.78
6200,75623.0,89634.0,HomeImp,Other,24.0,0.0,0.0,324.68682941,0.0,47.0,28.285532103,0.03423960346320977,579.35
62500,124491.0,198338.0,DebtCon,ProfExe,10.0,0.0,0.0,324.32073181,1.0,26.0,38.069751444,0.035069039802966766,578.46
10200,82630.0,99250.0,DebtCon,Other,1.0,0.0,0.0,107.52855981,1.0,32.0,40.280974865,0.07711411759902566,548.43
14600,46057.0,63603.0,DebtCon,Other,,0.0,0.0,107.12103915,2.0,19.0,41.932036627,0.06353327290902382,555.94
20800,58440.0,99244.0,DebtCon,Office,1.0,0.0,4.0,174.95857724,0.0,46.0,37.488545687,0.1279999307098684,528.11
5400,45509.0,57453.0,DebtCon,Sales,4.0,0.0,0.0,95.6,0.0,22.0,,0.560013914952361,450.2
5700,76948.0,85753.0,HomeImp,Other,7.0,0.0,0.0,128.47645151,0.0,25.0,37.85968784,0.06052850894813989,557.81
12600,48983.0,65000.0,DebtCon,Other,5.0,1.0,0.0,58.7,7.0,23.0,,0.7354894803768144,422.02
7100,64850.0,76985.0,HomeImp,Other,0.0,0.0,0.0,108.21718977,0.0,7.0,36.337557557,0.08582755133666865,544.23
20600,35530.0,105838.0,HomeImp,Other,7.0,0.0,0.0,106.162918,0.0,15.0,32.093866518,0.043927281833594886,570.0
14400,78777.0,103344.0,HomeImp,ProfExe,5.0,0.0,0.0,104.40459654,1.0,27.0,24.35085757,0.05308033539455985,562.83
17100,104652.0,169076.0,,Other,,1.0,,270.58121434,,23.0,38.465227693,0.03383411751291658,579.8
15100,81461.0,93548.0,DebtCon,Other,2.0,0.0,0.0,160.1036,0.0,22.0,41.007363531,0.05835664865282229,559.21
39400,162000.0,235000.0,DebtCon,Mgr,10.0,3.0,4.0,77.1,0.0,21.0,,0.882742239545318,386.1
17700,58016.0,76416.0,DebtCon,Office,4.0,0.0,0.0,28.011491753,5.0,10.0,41.463373328,0.3024620222279857,489.04
38700,119847.0,162365.0,HomeImp,ProfExe,13.0,0.0,0.0,149.80279545,0.0,39.0,47.915112415,0.08494594884235517,544.63
10300,61000.0,75000.0,DebtCon,Office,12.0,0.0,0.0,251.53333333,4.0,37.0,,0.04907624586378376,565.81
5000,61999.0,75021.3,HomeImp,Other,5.0,0.0,0.0,97.1,0.0,23.0,,0.6010585953679284,444.12
9100,24721.0,34462.0,DebtCon,Other,1.0,0.0,0.0,28.100520363,9.0,7.0,27.520682167,0.16963331489690803,516.19
6200,46601.0,59486.0,HomeImp,Other,5.0,0.0,0.0,84.63211066,0.0,18.0,25.35001036,0.09499316789316933,540.2
20000,29400.0,52000.0,DebtCon,Other,,0.0,0.0,219.13333333,0.0,13.0,,0.04178800477543441,571.88
26800,89146.0,128923.0,DebtCon,Mgr,7.0,2.0,1.0,114.46195526,7.0,16.0,2.8302971697,0.4156881647057286,471.18
27200,110470.0,180982.0,DebtCon,Sales,17.0,0.0,0.0,295.47144922,1.0,30.0,34.766949696,0.04863902269621689,566.15
17700,,56402.0,DebtCon,Office,3.0,0.0,0.0,91.04574898,2.0,8.0,38.685506283,0.10410427892687782,536.54
20000,142500.0,190000.0,DebtCon,Mgr,0.2,2.0,4.0,313.53333333,3.0,18.0,,0.7602517735396513,417.28
43700,,48535.0,DebtCon,Other,,6.0,,95.719805446,,19.0,26.981182976,0.11469781790219635,532.61
10800,,49495.0,HomeImp,Mgr,5.0,,,141.16529822,,8.0,21.079998939,0.11581811655133763,532.22
15300,,53184.0,DebtCon,Office,1.0,0.0,0.0,81.62597086,1.0,9.0,39.007822759,0.11186487570880776,533.63
17800,8642.0,88369.0,HomeImp,Other,13.0,0.0,0.0,265.02210303,0.0,22.0,26.480792368,0.027800257091190116,587.11
9800,80267.0,209931.0,HomeImp,Self,14.0,0.0,0.0,0.5071145295,,8.0,19.969628699,0.08131584093931041,546.35
16400,48700.0,72500.0,DebtCon,Other,,0.0,1.0,127.3,1.0,39.0,,0.6227181137723992,440.83
5600,41439.0,53893.0,HomeImp,Office,8.0,,,181.32298993,,19.0,24.651395744,0.07653500907953244,548.73
32100,120725.0,168783.0,DebtCon,ProfExe,15.0,0.0,0.0,121.56041992,1.0,17.0,27.902221607,0.04448024751921158,569.53
11800,86785.0,125552.0,DebtCon,Office,11.0,0.0,0.0,148.17649241,1.0,22.0,37.884449327,0.04496417033593833,569.12
22700,35261.0,54701.0,HomeImp,Self,3.0,0.0,,134.10826197,,11.0,24.52482499,0.08633980233122136,543.99
12700,30061.0,58714.0,,Other,29.0,0.0,0.0,230.8801537,0.0,19.0,20.637917598,0.03994470692646918,573.58
13500,89184.0,116848.0,DebtCon,ProfExe,13.0,0.0,0.0,174.50640819,1.0,18.0,36.010891518,0.05059242394532118,564.65
3900,14500.0,22092.0,HomeImp,Other,3.5,0.0,1.0,150.3,5.0,8.0,,0.8288871657934449,402.0
15200,105328.0,113931.0,HomeImp,ProfExe,3.0,0.0,0.0,138.13350449,2.0,32.0,61.89063458,0.1074685665614661,535.25
13600,13202.0,50848.0,DebtCon,ProfExe,3.0,0.0,0.0,302.20191511,0.0,16.0,16.778576691,0.05968844702949456,558.34
15600,62582.0,131510.0,DebtCon,Self,2.0,0.0,2.0,122.60405287,1.0,17.0,38.588222397,0.21002220213320308,506.69
16000,65000.0,91000.0,DebtCon,Mgr,0.2,0.0,0.0,85.233333333,0.0,17.0,,0.053706121663971144,562.38
25500,79593.0,113063.0,DebtCon,ProfExe,9.0,0.0,0.0,135.74061354,0.0,19.0,28.040793179,0.04223228686807942,571.49
7000,83000.0,97635.0,HomeImp,Other,5.6,3.0,0.0,141.0,0.0,10.0,,0.7791527296807972,413.43
25000,22800.0,49523.0,DebtCon,Other,36.0,0.0,0.0,281.06666667,1.0,24.0,,0.05709600940071161,560.04
13900,50415.0,68166.0,DebtCon,Other,10.0,0.0,0.0,235.68096702,0.0,17.0,33.770037533,0.031244254684219704,582.77
10000,52410.0,54500.0,,Mgr,1.0,9.0,4.0,132.9,4.0,29.0,,0.821766880482876,403.78
26200,189252.0,241754.0,DebtCon,Other,9.0,0.0,0.0,97.314887744,2.0,25.0,40.312697726,0.0732651087616191,550.43
22000,188982.0,231933.0,DebtCon,ProfExe,2.0,0.0,0.0,294.96016922,0.0,26.0,36.43459137,0.05327997044102795,562.69
8000,86804.0,113000.0,DebtCon,Other,7.0,1.0,3.0,145.16666667,1.0,20.0,,0.6515882172461653,436.32
18600,20915.0,40098.0,,Office,2.0,0.0,0.0,213.45053689,0.0,16.0,40.250033734,0.07793950046679264,548.01
9300,59617.0,67709.0,HomeImp,Other,4.0,0.0,1.0,243.8307278,1.0,16.0,35.968280746,0.08934419409597391,542.64
6700,55113.0,56486.0,HomeImp,Other,4.0,0.0,0.0,84.417030462,0.0,17.0,23.642853829,0.07796910980801448,548.0
18900,34583.0,59247.0,DebtCon,Other,15.0,0.0,0.0,89.340627109,0.0,17.0,39.990188361,0.06754061860151586,553.58
16700,64862.0,107919.0,HomeImp,ProfExe,10.0,0.0,0.0,260.15854779,0.0,11.0,36.824339033,0.030136871602950567,584.11
13300,14212.0,57608.0,DebtCon,ProfExe,3.0,0.0,0.0,322.00454197,0.0,16.0,15.916769212,0.0633978695042412,556.03
19400,63508.0,12414.0,DebtCon,Other,5.0,,,64.407604619,1.0,16.0,40.570169157,0.2331881924721734,501.84
15500,158506.0,179499.0,DebtCon,ProfExe,8.0,,0.0,195.6860259,4.0,26.0,40.73934639,0.05069021340691479,564.58
7100,53273.0,54378.0,HomeImp,Other,5.0,0.0,0.0,84.837249966,0.0,17.0,22.861199646,0.07879151737915696,547.59
20600,,24894.0,DebtCon,ProfExe,3.0,0.0,0.0,90.914931758,0.0,18.0,22.033579932,0.09507262455166982,540.17
25600,240092.0,263958.0,HomeImp,Self,5.0,1.0,0.0,245.67947059,2.0,51.0,38.973539329,0.20454030539566254,507.89
9000,51091.0,68264.0,DebtCon,Other,22.0,0.0,0.0,277.7556619,2.0,29.0,39.387317549,0.03432123945209539,579.26
5500,,35402.0,HomeImp,,,,,,,,35.272073735,0.11079485355109515,534.02
23700,,78812.0,DebtCon,Sales,4.0,0.0,0.0,412.02054674,0.0,24.0,25.637263088,0.04615423905336013,568.13
17200,62108.0,,DebtCon,Office,21.0,0.0,0.0,174.39613454,1.0,21.0,34.538925374,0.04393553021922078,569.99
12300,159798.0,177853.0,DebtCon,ProfExe,6.0,,0.0,206.81707264,4.0,25.0,41.42504139,0.044588441684728315,569.44
25400,62906.0,96327.0,DebtCon,Other,17.0,0.0,0.0,110.62012706,1.0,16.0,33.760748359,0.042952130003216904,570.85
33000,232113.0,46286.0,DebtCon,Mgr,3.0,0.0,1.0,214.3529578,2.0,50.0,42.512000016,0.23283307384739196,501.91
9400,53244.0,62245.0,DebtCon,Other,23.0,0.0,0.0,276.78774402,3.0,28.0,37.821851509,0.05728134062958508,559.92
25900,118965.0,154728.0,DebtCon,ProfExe,8.0,0.0,0.0,101.19760679,3.0,26.0,32.598401872,0.05665016641242903,560.34
8200,172497.0,249071.0,DebtCon,Sales,,0.0,0.0,114.98197436,0.0,21.0,41.098025151,0.10747469431525883,535.25
19400,52677.0,80424.0,DebtCon,Mgr,9.0,2.0,0.0,65.847530367,2.0,28.0,34.950823101,0.10256928291408468,537.13
11000,43614.0,60831.0,DebtCon,Other,3.0,0.0,2.0,84.444746145,0.0,20.0,36.673648152,0.24218380458882952,500.05
15000,5627.0,64962.0,DebtCon,Sales,0.0,0.0,0.0,341.50208471,0.0,6.0,39.996710402,0.07952971982744247,547.22
19700,33529.0,61209.0,DebtCon,Other,17.0,0.0,0.0,112.15874119,0.0,18.0,40.725296117,0.05683160727448344,560.22
47700,93909.0,154158.0,DebtCon,Other,14.0,0.0,0.0,227.2282602,8.0,19.0,41.338124724,0.06986139050563628,552.28
34000,232312.0,286305.0,DebtCon,ProfExe,4.0,0.0,0.0,219.65893193,0.0,29.0,15.735934888,0.04201524233877576,571.68
19100,31442.0,57151.0,DebtCon,Other,16.0,0.0,0.0,100.03263589,1.0,17.0,39.907041625,0.05514961722544418,561.37
16000,31000.0,54000.0,DebtCon,Other,16.0,0.0,0.0,110.6,1.0,18.0,,0.05163333036564844,563.88
13900,65437.0,94518.0,DebtCon,ProfExe,10.0,0.0,0.0,182.40075506,0.0,19.0,21.296075321,0.029524568370989393,584.87
30700,36804.0,83295.0,DebtCon,Other,,,,289.39981606,0.0,15.0,42.21386978,0.0355370074421823,577.96
15400,58085.0,91192.0,DebtCon,ProfExe,10.0,0.0,0.0,191.34421696,0.0,19.0,21.364312322,0.029116696821151512,585.39
20700,140776.0,183621.0,HomeImp,Mgr,7.0,0.0,0.0,315.37439124,0.0,17.0,43.85601978,0.033902960723034885,579.72
13300,49491.0,69028.0,DebtCon,ProfExe,16.0,0.0,0.0,195.87763265,0.0,15.0,24.877508414,0.03206554654489527,581.8
16600,9626.0,96887.0,HomeImp,Other,14.0,0.0,0.0,263.76624665,0.0,23.0,28.674701982,0.03304560447465709,580.68
20900,,74233.0,HomeImp,Office,6.0,0.0,0.0,123.11488171,1.0,4.0,20.781741228,0.1358596964630842,525.63
10800,67740.0,108135.0,DebtCon,Office,11.0,0.0,0.0,163.27383179,1.0,12.0,38.383498378,0.04789855088594826,566.73
9900,26427.0,87134.0,HomeImp,ProfExe,20.0,0.0,0.0,244.36524652,0.0,11.0,25.003965494,0.045855557484340295,568.38
18200,62141.0,90434.0,DebtCon,Office,0.0,0.0,0.0,69.410776649,0.0,22.0,35.357287245,0.04841122799743764,566.33
12400,49264.0,57923.0,DebtCon,Other,0.0,0.0,0.0,182.00104146,2.0,13.0,27.00877688,0.030448885139185672,583.72
23500,147696.0,118200.0,,ProfExe,4.0,0.0,0.0,103.67278586,2.0,34.0,30.361711413,0.051735588348154435,563.81
6900,70717.0,87466.0,HomeImp,Other,2.0,0.0,0.0,112.58906066,0.0,15.0,41.428089899,0.08102852063148369,546.49
15200,96341.0,118734.0,DebtCon,Other,1.0,1.0,,90.732780399,1.0,26.0,39.140055969,0.12216168902235827,530.03
16800,76852.0,90429.0,DebtCon,Other,6.0,0.0,0.0,183.84300457,3.0,18.0,42.297091696,0.03055556471090158,583.59
31500,15391.0,,HomeImp,,2.6,6.0,1.0,57.833333333,0.0,8.0,,0.825617698349289,402.82
13900,48110.0,63601.0,DebtCon,ProfExe,5.0,0.0,0.0,153.73539865,1.0,12.0,29.964687389,0.05174813710504058,563.8
33400,59000.0,85000.0,HomeImp,Self,2.0,0.0,7.0,240.43333333,3.0,26.0,,0.8322468093307778,401.14
13700,73600.0,92000.0,DebtCon,ProfExe,9.0,1.0,2.0,347.96666667,,42.0,,0.2664861715840397,495.42
27200,24070.0,58216.0,DebtCon,Other,35.0,0.0,0.0,273.34175724,0.0,24.0,37.639947331,0.054794972967463364,561.62
29900,135955.0,182161.0,DebtCon,ProfExe,0.0,0.0,0.0,235.3710385,2.0,18.0,38.699746592,0.03824847121645982,575.21
9700,77394.0,86917.0,DebtCon,Office,16.0,0.0,1.0,81.461400461,0.0,9.0,27.705856544,0.13049461464098408,527.31
8200,67489.0,80145.0,HomeImp,Other,2.0,0.0,0.0,104.39650664,0.0,7.0,36.912310875,0.08655285957760822,543.9
9300,79133.0,100033.0,DebtCon,Other,3.0,0.0,0.0,102.16302743,2.0,31.0,40.794635454,0.06539108607264284,554.83
6000,,95500.0,HomeImp,Mgr,6.0,1.0,2.0,129.9,1.0,22.0,,0.7468561874168376,419.88
